,PA01H:CO,AUB:CO,PA04C:CO,A1:CO,BASCH:CO,AUT:CO,OBJECTID
,PARIS 1er Les Halles,AUBERVILLIERS,Paris Centre,Autoroute A1 - Saint-Denis,Place Victor Basch,Boulevard Péripherique Auteuil,0
,PA01H,AUB,PA04C,A1,BASCH,AUT,1
,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,Monoxyde de carbone,2
,CO,CO,CO,CO,CO,CO,3
,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,mg/m3,4
2019/10/22 20:00:00+00,0.197000,0.043000,,0.336000,,0.466000,7080
2019/10/22 21:00:00+00,0.181000,0.038000,,0.295000,,0.461000,7081
2019/10/22 22:00:00+00,0.196000,0.084000,,0.308000,,0.474000,7082
2019/10/22 23:00:00+00,0.196000,0.044000,,0.241000,,0.361000,7083
2019/10/23 00:00:00+00,0.172000,0.044000,,0.208000,,0.330000,7084
2019/10/23 01:00:00+00,0.167000,0.051000,,0.197000,,0.222000,7085
2019/10/23 02:00:00+00,,0.094000,,0.152000,,0.211000,7086
2019/10/23 03:00:00+00,0.172000,0.105000,,0.196000,,0.286000,7087
2019/10/23 04:00:00+00,0.172000,0.141000,,0.249000,,0.256000,7088
2019/10/23 05:00:00+00,0.198000,0.263000,,0.346000,,0.337000,7089
2019/10/23 06:00:00+00,0.232000,0.199000,,0.413000,,0.461000,7090
2019/10/23 07:00:00+00,0.250000,0.217000,,0.462000,,0.605000,7091
2019/10/23 08:00:00+00,0.253000,0.145000,,0.486000,,0.616000,7092
2019/10/23 09:00:00+00,0.248000,0.152000,,0.417000,,0.446000,7093
2019/10/23 10:00:00+00,0.213000,0.126000,,0.357000,,0.422000,7094
2019/10/23 11:00:00+00,0.249000,0.131000,,0.348000,,0.455000,7095
2019/10/23 12:00:00+00,0.230000,0.175000,,0.375000,,0.416000,7096
2019/10/23 13:00:00+00,0.240000,0.167000,,0.337000,,0.417000,7097
2019/10/23 14:00:00+00,0.250000,0.187000,,0.419000,,0.425000,7098
2019/10/23 15:00:00+00,0.294000,0.206000,,0.431000,,0.544000,7099
2019/10/23 16:00:00+00,0.321000,0.232000,,0.418000,,0.561000,7100
2019/10/23 17:00:00+00,0.331000,0.288000,,0.574000,,0.763000,7101
2019/10/23 18:00:00+00,0.386000,0.637000,,0.619000,,0.778000,7102
2019/10/23 19:00:00+00,0.550000,0.472000,,0.772000,,0.867000,7103
2019/10/23 20:00:00+00,0.532000,0.391000,,0.482000,,0.680000,7104
2019/10/23 21:00:00+00,0.377000,0.303000,,0.361000,,0.494000,7105
2019/10/23 22:00:00+00,0.361000,0.228000,,0.322000,,0.537000,7106
2019/10/23 23:00:00+00,0.369000,0.196000,,0.339000,,0.504000,7107
2019/10/24 00:00:00+00,0.312000,0.144000,,0.320000,,0.523000,7108
2019/10/24 01:00:00+00,0.231000,0.132000,,0.350000,,0.452000,7109
2019/10/24 02:00:00+00,,0.093000,,0.346000,,0.326000,7110
2019/10/24 03:00:00+00,0.191000,0.042000,,0.281000,,0.269000,7111
2019/10/24 04:00:00+00,0.180000,0.056000,,0.427000,,0.233000,7112
2019/10/24 05:00:00+00,0.204000,0.067000,,0.521000,,0.405000,7113
2019/10/24 06:00:00+00,0.210000,0.080000,,0.634000,,0.560000,7114
2019/10/24 07:00:00+00,0.274000,0.067000,,0.736000,,0.770000,7115
2019/10/24 08:00:00+00,0.306000,0.101000,,0.929000,,0.742000,7116
2019/10/24 09:00:00+00,0.209000,0.069000,,0.466000,,0.428000,7117
2019/10/24 10:00:00+00,0.167000,,,0.311000,,0.311000,7118
2019/10/24 11:00:00+00,0.155000,,,0.345000,,0.331000,7119
2019/10/24 12:00:00+00,0.150000,0.002000,,0.295000,,0.292000,7120
2019/10/24 13:00:00+00,0.170000,0,,0.326000,,0.327000,7121
2019/10/24 14:00:00+00,0.164000,0.083000,,0.345000,,0.300000,7122
2019/10/24 15:00:00+00,0.143000,0.066000,,0.424000,,0.330000,7123
2019/10/24 16:00:00+00,0.162000,0.094000,,0.575000,,0.434000,7124
2019/10/24 17:00:00+00,0.176000,0.086000,,0.617000,,0.565000,7125
2019/10/24 18:00:00+00,0.208000,0.130000,,0.530000,,0.651000,7126
2019/10/24 19:00:00+00,0.224000,0.102000,,0.485000,,0.493000,7127
2019/10/24 20:00:00+00,0.201000,0.062000,,0.388000,,0.372000,7128
2019/10/24 21:00:00+00,0.170000,0.037000,,0.356000,,0.353000,7129
2019/10/24 22:00:00+00,0.180000,0.052000,,0.338000,,0.425000,7130
2019/10/24 23:00:00+00,0.161000,0.054000,,0.320000,,0.353000,7131
2019/10/25 00:00:00+00,0.146000,0.006000,,0.287000,,0.273000,7132
2019/10/25 01:00:00+00,0.165000,0.006000,,0.191000,,0.186000,7133
2019/10/25 02:00:00+00,,0.116000,,0.215000,,0.227000,7134
2019/10/25 03:00:00+00,0.179000,0.142000,,0.231000,,0.189000,7135
2019/10/25 04:00:00+00,0.168000,0.123000,,0.285000,,0.205000,7136
2019/10/25 05:00:00+00,0.143000,0.057000,,0.306000,,0.273000,7137
2019/10/25 06:00:00+00,0.186000,0.132000,,0.353000,,0.538000,7138
2019/10/25 07:00:00+00,0.241000,0.190000,,0.630000,,0.690000,7139
2019/10/25 08:00:00+00,0.253000,0.222000,,0.639000,,0.796000,7140
2019/10/25 09:00:00+00,0.247000,0.193000,,0.486000,,0.439000,7141
2019/10/25 10:00:00+00,0.196000,0.185000,,0.440000,,0.337000,7142
2019/10/25 11:00:00+00,0.198000,0.151000,,0.417000,,0.351000,7143
2019/10/25 12:00:00+00,0.211000,0.153000,,0.448000,,0.338000,7144
2019/10/25 13:00:00+00,0.227000,0.138000,,0.397000,,0.366000,7145
2019/10/25 14:00:00+00,0.200000,0.142000,,0.396000,,0.348000,7146
2019/10/25 15:00:00+00,0.208000,0.161000,,0.396000,,0.450000,7147
2019/10/25 16:00:00+00,0.215000,0.146000,,0.532000,,0.454000,7148
2019/10/25 17:00:00+00,0.236000,0.138000,,0.540000,,0.629000,7149
2019/10/25 18:00:00+00,0.258000,0.104000,,0.448000,,0.579000,7150
2019/10/25 19:00:00+00,0.288000,0.128000,,0.443000,,0.541000,7151
2019/10/25 20:00:00+00,0.276000,0.089000,,0.542000,,0.409000,7152
2019/10/25 21:00:00+00,0.232000,0.085000,,0.480000,,0.332000,7153
2019/10/25 22:00:00+00,0.259000,0.046000,,0.431000,,0.299000,7154
2019/10/25 23:00:00+00,0.226000,0.031000,,0.419000,,0.345000,7155
2019/10/26 00:00:00+00,0.196000,0.023000,,0.362000,,0.290000,7156
2019/10/26 01:00:00+00,0.173000,0,,0.324000,,0.211000,7157
2019/10/26 02:00:00+00,,0.084000,,0.287000,,0.212000,7158
2019/10/26 03:00:00+00,0.162000,0.075000,,0.368000,,0.178000,7159
2019/10/26 04:00:00+00,0.153000,0.067000,,0.318000,,0.176000,7160
2019/10/26 05:00:00+00,0.145000,0.069000,,0.302000,,0.199000,7161
2019/10/26 06:00:00+00,0.161000,0.085000,,0.392000,,0.193000,7162
2019/10/26 07:00:00+00,0.184000,0.111000,,0.424000,,0.216000,7163
2019/10/26 08:00:00+00,0.206000,0.132000,,,,0.265000,7164
2019/10/26 09:00:00+00,0.213000,0.092000,,,,0.267000,7165
2019/10/26 10:00:00+00,0.186000,0.105000,,,,0.272000,7166
2019/10/26 11:00:00+00,0.198000,0.122000,,,,0.304000,7167
2019/10/26 12:00:00+00,0.171000,0.137000,,,,0.300000,7168
2019/10/26 13:00:00+00,0.169000,0.107000,,,,0.291000,7169
2019/10/26 14:00:00+00,0.178000,0.090000,,,,0.266000,7170
2019/10/26 15:00:00+00,0.186000,0.097000,,,,0.329000,7171
2019/10/26 16:00:00+00,0.197000,0.123000,,,,0.342000,7172
2019/10/26 17:00:00+00,0.235000,0.141000,,,,0.442000,7173
2019/10/26 18:00:00+00,0.258000,0.174000,,,,0.428000,7174
2019/10/26 19:00:00+00,0.277000,0.170000,,,,0.400000,7175
2019/10/26 20:00:00+00,0.248000,0.171000,,,,0.308000,7176
2019/10/26 21:00:00+00,0.182000,0.081000,,,,0.299000,7177
2019/10/26 22:00:00+00,0.227000,0.104000,,,,0.274000,7178
2019/10/26 23:00:00+00,0.241000,0.072000,,,,0.239000,7179
2019/10/27 00:00:00+00,0.211000,0.018000,,,,0.237000,7180
2019/10/27 01:00:00+00,0.175000,0,,,,0.214000,7181
2019/10/27 02:00:00+00,,0.042000,,,,0.187000,7182
2019/10/27 03:00:00+00,0.175000,0.025000,,,,0.204000,7183
2019/10/27 04:00:00+00,0.180000,0.030000,,,,0.184000,7184
2019/10/27 05:00:00+00,0.180000,0.030000,,,,0.230000,7185
2019/10/27 06:00:00+00,0.175000,0.073000,,,,0.197000,7186
2019/10/27 07:00:00+00,0.169000,0.031000,,,,0.175000,7187
2019/10/27 08:00:00+00,0.183000,0.062000,,,,0.217000,7188
2019/10/27 09:00:00+00,0.161000,0.036000,,,,0.255000,7189
2019/10/27 10:00:00+00,0.145000,0.002000,,,,0.282000,7190
2019/10/27 11:00:00+00,0.149000,0.011000,,,,0.323000,7191
2019/10/27 12:00:00+00,0.166000,0.028000,,,,0.367000,7192
2019/10/27 13:00:00+00,0.172000,0.045000,,,,0.410000,7193
2019/10/27 14:00:00+00,,0.072000,,,,0.380000,7194
2019/10/27 15:00:00+00,,0.051000,,,,0.383000,7195
2019/10/27 16:00:00+00,,0.069000,,,,0.405000,7196
2019/10/27 17:00:00+00,,0.095000,,,,0.373000,7197
2019/10/27 18:00:00+00,,0.110000,,,,0.458000,7198
2019/10/27 19:00:00+00,,0.137000,,,,0.449000,7199
2019/10/27 20:00:00+00,,0.199000,,,,0.451000,7200
2019/10/27 21:00:00+00,,0.137000,,,,0.393000,7201
2019/10/27 22:00:00+00,,0.185000,,,,0.468000,7202
2019/10/27 23:00:00+00,,0.146000,,,,1.093000,7203
2019/10/28 00:00:00+00,,0.146000,,,,0.356000,7204
2019/10/28 01:00:00+00,,0.145000,,,,0.244000,7205
2019/10/28 02:00:00+00,,0.159000,,,,0.216000,7206
2019/10/28 03:00:00+00,,0.127000,,,,0.196000,7207
2019/10/28 04:00:00+00,,0.111000,,,,0.220000,7208
2019/10/28 05:00:00+00,,0.117000,,,,0.250000,7209
2019/10/28 06:00:00+00,,0.156000,,,,0.306000,7210
2019/10/28 07:00:00+00,,0.214000,,,,0.417000,7211
2019/10/28 08:00:00+00,,0.198000,,,,0.654000,7212
2019/10/28 09:00:00+00,,0.196000,,,,0.716000,7213
2019/10/28 10:00:00+00,,0.219000,,,,0.488000,7214
2019/10/28 11:00:00+00,,0.211000,,0.246000,,0.449000,7215
2019/10/28 12:00:00+00,,0.214000,,0.246000,,0.482000,7216
2019/10/28 13:00:00+00,,0.210000,,0.239000,,0.427000,7217
2019/10/28 14:00:00+00,,0.116000,,0.244000,,0.454000,7218
2019/10/28 15:00:00+00,,0.089000,,0.249000,,0.432000,7219
2019/10/28 16:00:00+00,,0.095000,,0.279000,,0.484000,7220
2019/10/28 17:00:00+00,,0.132000,,0.349000,,0.533000,7221
2019/10/28 18:00:00+00,,0.163000,,0.413000,,0.642000,7222
2019/10/28 19:00:00+00,,0.164000,,0.382000,,0.728000,7223
2019/10/28 20:00:00+00,,0.168000,,0.303000,,0.555000,7224
2019/10/28 21:00:00+00,,0.136000,,0.269000,,0.479000,7225
2019/10/28 22:00:00+00,,0.143000,,0.253000,,0.384000,7226
2019/10/28 23:00:00+00,,0.147000,,0.232000,,0.385000,7227
2019/10/29 00:00:00+00,,0.139000,,0.197000,,0.291000,7228
2019/10/29 01:00:00+00,,0.105000,,0.155000,,0.189000,7229
2019/10/29 02:00:00+00,,0.060000,,0.146000,,0.173000,7230
2019/10/29 03:00:00+00,,0.096000,,0.136000,,0.155000,7231
2019/10/29 04:00:00+00,,0.094000,,0.145000,,0.163000,7232
2019/10/29 05:00:00+00,,0.101000,,0.181000,,0.221000,7233
2019/10/29 06:00:00+00,,0.125000,,0.227000,,0.276000,7234
2019/10/29 07:00:00+00,,0.129000,,0.299000,,0.435000,7235
2019/10/29 08:00:00+00,,0.113000,,0.348000,,0.524000,7236
2019/10/29 09:00:00+00,,0.119000,,0.377000,,0.635000,7237
2019/10/29 10:00:00+00,,0.118000,,0.301000,,0.475000,7238
2019/10/29 11:00:00+00,,0.121000,,0.302000,,0.393000,7239
2019/10/29 12:00:00+00,,0.120000,,0.285000,,0.456000,7240
2019/10/29 13:00:00+00,,0.123000,,0.291000,,0.402000,7241
2019/10/29 14:00:00+00,,0.069000,,0.286000,,0.443000,7242
2019/10/29 15:00:00+00,,0.074000,,0.283000,,0.384000,7243
2019/10/29 16:00:00+00,,0.068000,,,,0.418000,7244
2019/10/29 17:00:00+00,0.222000,0.093000,,0.436000,,0.484000,7245
2019/10/29 18:00:00+00,0.272000,0.104000,,0.424000,,0.639000,7246
2019/10/29 19:00:00+00,0.263000,0.092000,,0.418000,,0.652000,7247
2019/10/29 20:00:00+00,0.253000,0.108000,,0.411000,,0.439000,7248
2019/10/29 21:00:00+00,0.255000,0.133000,,0.364000,,0.387000,7249
2019/10/29 22:00:00+00,0.236000,0.085000,,0.378000,,0.319000,7250
2019/10/29 23:00:00+00,0.215000,0.078000,,0.327000,,0.232000,7251
2019/10/30 00:00:00+00,0.201000,0.081000,,0.303000,,0.210000,7252
2019/10/30 01:00:00+00,0.157000,0.080000,,0.217000,,0.187000,7253
2019/10/30 02:00:00+00,,0.127000,,0.202000,,0.195000,7254
2019/10/30 03:00:00+00,0.156000,0.127000,,0.200000,,0.176000,7255
2019/10/30 04:00:00+00,0.162000,0.115000,,0.210000,,0.195000,7256
2019/10/30 05:00:00+00,0.161000,0.111000,,0.241000,,0.257000,7257
2019/10/30 06:00:00+00,0.163000,0.127000,,0.286000,,0.283000,7258
2019/10/30 07:00:00+00,0.168000,0.161000,,0.342000,,0.365000,7259
2019/10/30 08:00:00+00,0.200000,0.156000,,0.415000,,0.641000,7260
2019/10/30 09:00:00+00,0.248000,0.178000,,0.364000,,0.703000,7261
2019/10/30 10:00:00+00,0.238000,0.151000,,0.375000,,0.567000,7262
2019/10/30 11:00:00+00,0.225000,0.135000,,0.327000,,0.510000,7263
2019/10/30 12:00:00+00,0.225000,0.170000,,0.316000,,0.595000,7264
2019/10/30 13:00:00+00,0.229000,0.148000,,0.353000,,0.554000,7265
2019/10/30 14:00:00+00,0.239000,0.195000,,0.373000,,0.527000,7266
2019/10/30 15:00:00+00,0.226000,0.174000,,0.333000,,0.492000,7267
2019/10/30 16:00:00+00,0.230000,0.165000,,0.353000,,0.490000,7268
2019/10/30 17:00:00+00,0.219000,0.175000,,0.411000,,0.552000,7269
2019/10/30 18:00:00+00,0.240000,0.195000,,0.468000,,0.671000,7270
2019/10/30 19:00:00+00,0.286000,0.231000,,0.439000,,0.499000,7271
2019/10/30 20:00:00+00,0.278000,0.225000,,0.390000,,0.450000,7272
2019/10/30 21:00:00+00,0.268000,0.223000,,0.364000,,0.389000,7273
2019/10/30 22:00:00+00,0.246000,0.199000,,0.333000,,0.415000,7274
2019/10/30 23:00:00+00,0.231000,0.159000,,0.359000,,0.427000,7275
2019/10/31 00:00:00+00,0.210000,0.157000,,0.294000,,0.388000,7276
2019/10/31 01:00:00+00,0.223000,0.138000,,0.323000,,0.268000,7277
2019/10/31 02:00:00+00,,0.101000,,0.316000,,0.237000,7278
2019/10/31 03:00:00+00,0.206000,0.114000,,0.298000,,0.224000,7279
2019/10/31 04:00:00+00,0.209000,0.092000,,0.302000,,0.229000,7280
2019/10/31 05:00:00+00,0.218000,0.104000,,0.339000,,0.267000,7281
2019/10/31 06:00:00+00,0.243000,0.121000,,0.444000,,0.312000,7282
2019/10/31 07:00:00+00,0.252000,0.147000,,0.404000,,0.392000,7283
2019/10/31 08:00:00+00,0.268000,0.186000,,0.530000,,0.583000,7284
2019/10/31 09:00:00+00,0.274000,0.174000,,0.512000,,0.650000,7285
2019/10/31 10:00:00+00,0.269000,0.150000,,0.481000,,0.525000,7286
2019/10/31 11:00:00+00,0.286000,0.128000,,0.445000,,0.481000,7287
2019/10/31 12:00:00+00,0.297000,0.133000,,0.476000,,0.530000,7288
2019/10/31 13:00:00+00,0.290000,0.128000,,0.475000,,0.537000,7289
2019/10/31 14:00:00+00,0.266000,0.180000,,0.459000,,0.510000,7290
2019/10/31 15:00:00+00,0.289000,0.178000,,0.471000,,0.515000,7291
2019/10/31 16:00:00+00,0.306000,0.179000,,0.519000,,0.564000,7292
2019/10/31 17:00:00+00,0.311000,0.182000,,0.567000,,0.557000,7293
2019/10/31 18:00:00+00,0.326000,0.167000,,0.574000,,0.595000,7294
2019/10/31 19:00:00+00,0.342000,0.195000,,0.561000,,0.590000,7295
2019/10/31 20:00:00+00,0.346000,0.214000,,0.585000,,0.550000,7296
2019/10/31 21:00:00+00,0.361000,0.361000,,0.512000,,0.505000,7297
2019/10/31 22:00:00+00,0.381000,0.253000,,0.518000,,0.441000,7298
2019/10/31 23:00:00+00,0.417000,0.313000,,0.507000,,0.541000,7299
2019/11/01 00:00:00+00,0.437000,0.277000,,0.547000,,0.680000,7300
2019/11/01 01:00:00+00,0.433000,0.291000,,0.414000,,0.605000,7301
2019/11/01 02:00:00+00,,0.368000,,0.521000,,0.470000,7302
2019/11/01 03:00:00+00,0.343000,0.313000,,0.459000,,0.383000,7303
2019/11/01 04:00:00+00,,0.289000,,0.445000,,0.325000,7304
2019/11/01 05:00:00+00,,0.236000,,0.363000,,0.297000,7305
2019/11/01 06:00:00+00,,0.181000,,0.400000,,0.278000,7306
2019/11/01 07:00:00+00,,0.124000,,0.365000,,0.275000,7307
2019/11/01 08:00:00+00,,0.071000,,0.330000,,0.245000,7308
2019/11/01 09:00:00+00,,0.026000,,0.274000,,0.225000,7309
2019/11/01 10:00:00+00,,0.003000,,0.304000,,0.251000,7310
2019/11/01 11:00:00+00,,0.004000,,0.325000,,0.276000,7311
2019/11/01 12:00:00+00,,0.005000,,0.348000,,0.275000,7312
2019/11/01 13:00:00+00,,0.010000,,0.374000,,0.302000,7313
2019/11/01 14:00:00+00,,0.227000,,0.361000,,0.303000,7314
2019/11/01 15:00:00+00,,0.219000,,0.373000,,0.378000,7315
2019/11/01 16:00:00+00,,0.185000,,0.545000,,0.362000,7316
2019/11/01 17:00:00+00,,0.209000,,0.356000,,0.349000,7317
2019/11/01 18:00:00+00,,0.200000,,0.413000,,0.311000,7318
2019/11/01 19:00:00+00,,0.103000,,0.386000,,0.309000,7319
2019/11/01 20:00:00+00,,0.055000,,0.326000,,0.259000,7320
2019/11/01 21:00:00+00,,0.013000,,0.286000,,0.239000,7321
2019/11/01 22:00:00+00,,0,,0.271000,,0.222000,7322
2019/11/01 23:00:00+00,,0,,0.214000,,0.213000,7323
2019/11/02 00:00:00+00,,0,,0.196000,,0.198000,7324
2019/11/02 01:00:00+00,,0,,0.237000,,0.164000,7325
2019/11/02 02:00:00+00,,0.109000,,0.184000,,0.149000,7326
2019/11/02 03:00:00+00,,0.105000,,0.194000,,0.142000,7327
2019/11/02 04:00:00+00,,0.076000,,0.205000,,0.148000,7328
2019/11/02 05:00:00+00,,0.062000,,0.236000,,0.138000,7329
2019/11/02 06:00:00+00,,0.048000,,0.192000,,0.151000,7330
2019/11/02 07:00:00+00,,0.068000,,0.225000,,0.163000,7331
2019/11/02 08:00:00+00,,0.039000,,0.248000,,0.188000,7332
2019/11/02 09:00:00+00,,0.088000,,0.317000,,0.219000,7333
2019/11/02 10:00:00+00,,0.127000,,0.311000,,0.222000,7334
2019/11/02 11:00:00+00,,0.137000,,0.252000,,0.222000,7335
2019/11/02 12:00:00+00,,0.093000,,0.270000,,0.222000,7336
2019/11/02 13:00:00+00,,0.130000,,0.293000,,0.215000,7337
2019/11/02 14:00:00+00,,0.097000,,0.310000,,0.241000,7338
2019/11/02 15:00:00+00,,0.132000,,0.310000,,0.250000,7339
2019/11/02 16:00:00+00,,0.127000,,0.257000,,0.255000,7340
2019/11/02 17:00:00+00,,0.178000,,0.311000,,0.259000,7341
2019/11/02 18:00:00+00,,0.170000,,0.341000,,0.307000,7342
2019/11/02 19:00:00+00,,0.168000,,0.315000,,0.279000,7343
2019/11/02 20:00:00+00,,0.166000,,0.298000,,0.272000,7344
2019/11/02 21:00:00+00,,0.153000,,0.318000,,0.250000,7345
2019/11/02 22:00:00+00,,0.150000,,0.278000,,0.218000,7346
2019/11/02 23:00:00+00,,0.142000,,0.278000,,0.216000,7347
2019/11/03 00:00:00+00,,0.147000,,0.290000,,0.225000,7348
2019/11/03 01:00:00+00,,0.141000,,0.234000,,0.180000,7349
2019/11/03 02:00:00+00,,0.112000,,0.256000,,0.157000,7350
2019/11/03 03:00:00+00,,0.114000,,0.316000,,0.175000,7351
2019/11/03 04:00:00+00,,0.069000,,0.216000,,0.146000,7352
2019/11/03 05:00:00+00,,0.115000,,0.225000,,0.140000,7353
2019/11/03 06:00:00+00,,0.102000,,0.215000,,0.152000,7354
2019/11/03 07:00:00+00,,0.073000,,0.237000,,0.160000,7355
2019/11/03 08:00:00+00,,0.060000,,0.245000,,0.174000,7356
2019/11/03 09:00:00+00,,0.116000,,0.334000,,0.225000,7357
2019/11/03 10:00:00+00,,0.134000,,0.299000,,0.341000,7358
2019/11/03 11:00:00+00,,0.073000,,0.377000,,0.349000,7359
2019/11/03 12:00:00+00,,0.045000,,0.454000,,0.334000,7360
2019/11/03 13:00:00+00,,0.049000,,0.322000,,0.315000,7361
2019/11/03 14:00:00+00,,0.177000,,0.337000,,0.360000,7362
2019/11/03 15:00:00+00,,0.200000,,0.467000,,0.455000,7363
2019/11/03 16:00:00+00,,0.228000,,0.480000,,0.498000,7364
2019/11/03 17:00:00+00,,0.256000,,0.459000,,0.494000,7365
2019/11/03 18:00:00+00,,0.288000,,0.378000,,0.410000,7366
2019/11/03 19:00:00+00,,0.297000,,0.483000,,0.381000,7367
2019/11/03 20:00:00+00,,0.258000,,0.353000,,0.362000,7368
2019/11/03 21:00:00+00,,0.242000,,0.377000,,0.319000,7369
2019/11/03 22:00:00+00,,0.216000,,0.390000,,0.269000,7370
2019/11/03 23:00:00+00,,0.184000,,0.372000,,0.259000,7371
2019/11/04 00:00:00+00,,0.176000,,0.269000,,0.184000,7372
2019/11/04 01:00:00+00,,0.177000,,0.065000,,0.148000,7373
2019/11/04 02:00:00+00,,0.056000,,0.063000,,0.129000,7374
2019/11/04 03:00:00+00,,0.062000,,0.079000,,0.137000,7375
2019/11/04 04:00:00+00,,0.059000,,0.105000,,0.153000,7376
2019/11/04 05:00:00+00,,0.093000,,0.150000,,0.193000,7377
2019/11/04 06:00:00+00,,0.107000,,0.265000,,0.319000,7378
2019/11/04 07:00:00+00,,0.120000,,0.468000,,0.489000,7379
2019/11/04 08:00:00+00,,0.127000,,0.472000,,0.665000,7380
2019/11/04 09:00:00+00,,0.158000,,0.356000,,0.544000,7381
2019/11/04 10:00:00+00,,0.134000,,0.236000,,0.368000,7382
2019/11/04 11:00:00+00,,0.091000,,0.225000,,0.320000,7383
2019/11/04 12:00:00+00,,0.081000,,0.173000,,0.299000,7384
2019/11/04 13:00:00+00,,0.049000,,0.243000,,0.304000,7385
2019/11/04 14:00:00+00,,,,0.296000,,0.326000,7386
2019/11/04 15:00:00+00,,,,0.293000,,0.301000,7387
2019/11/04 16:00:00+00,,,,0.228000,,0.350000,7388
2019/11/04 17:00:00+00,0.144000,0.002000,,0.258000,,0.412000,7389
2019/11/04 18:00:00+00,0.149000,0.035000,,0.331000,,0.489000,7390
2019/11/04 19:00:00+00,0.151000,0.050000,,0.363000,,0.428000,7391
2019/11/04 20:00:00+00,0.127000,0.020000,,0.256000,,0.356000,7392
2019/11/04 21:00:00+00,0.160000,0.025000,,0.171000,,0.301000,7393
2019/11/04 22:00:00+00,0.121000,0.042000,,0.215000,,0.251000,7394
2019/11/04 23:00:00+00,0.121000,0.044000,,0.164000,,0.217000,7395
2019/11/05 00:00:00+00,0.107000,0.041000,,0.135000,,0.185000,7396
2019/11/05 01:00:00+00,0.106000,0.042000,,0.189000,,0.131000,7397
2019/11/05 02:00:00+00,,0.088000,,0.199000,,0.125000,7398
2019/11/05 03:00:00+00,0.109000,0.072000,,0.213000,,0.125000,7399
2019/11/05 04:00:00+00,0.105000,0.081000,,0.236000,,0.138000,7400
2019/11/05 05:00:00+00,0.111000,0.068000,,0.281000,,0.182000,7401
2019/11/05 06:00:00+00,0.122000,0.127000,,0.286000,,0.244000,7402
2019/11/05 07:00:00+00,0.163000,0.164000,,0.381000,,0.464000,7403
2019/11/05 08:00:00+00,0.201000,0.235000,,0.626000,,0.830000,7404
2019/11/05 09:00:00+00,0.222000,0.218000,,0.776000,,0.824000,7405
2019/11/05 10:00:00+00,0.228000,0.231000,,0.687000,,0.402000,7406
2019/11/05 11:00:00+00,0.208000,0.246000,,0.429000,,0.376000,7407
2019/11/05 12:00:00+00,0.186000,0.215000,,0.414000,,0.399000,7408
2019/11/05 13:00:00+00,0.187000,0.213000,,0.489000,,0.341000,7409
2019/11/05 14:00:00+00,0.156000,0.167000,,,,0.429000,7410
2019/11/05 15:00:00+00,0.148000,0.050000,,,,0.379000,7411
2019/11/05 16:00:00+00,0.171000,0.116000,,0.293000,,0.591000,7412
2019/11/05 17:00:00+00,0.225000,0.236000,,0.592000,,1.167000,7413
2019/11/05 18:00:00+00,0.313000,0.375000,,0.738000,,1.393000,7414
2019/11/05 19:00:00+00,0.333000,0.624000,,0.668000,,1.522000,7415
2019/11/05 20:00:00+00,0.377000,0.647000,,0.967000,,1.266000,7416
2019/11/05 21:00:00+00,0.366000,0.474000,,0.920000,,0.865000,7417
2019/11/05 22:00:00+00,0.339000,0.330000,,0.809000,,0.810000,7418
2019/11/05 23:00:00+00,0.287000,0.247000,,0.623000,,0.604000,7419
2019/11/06 00:00:00+00,0.245000,0.146000,,0.471000,,0.468000,7420
2019/11/06 01:00:00+00,0.174000,0.148000,,0.402000,,0.358000,7421
2019/11/06 02:00:00+00,,0.084000,,0.314000,,0.241000,7422
2019/11/06 03:00:00+00,0.145000,0.073000,,0.333000,,0.210000,7423
2019/11/06 04:00:00+00,0.148000,0.063000,,0.369000,,0.222000,7424
2019/11/06 05:00:00+00,0.151000,0.063000,,0.444000,,0.270000,7425
2019/11/06 06:00:00+00,0.184000,0.100000,,0.486000,,0.382000,7426
2019/11/06 07:00:00+00,0.220000,0.141000,,0.666000,,0.689000,7427
2019/11/06 08:00:00+00,0.270000,0.161000,,1.065000,,1.055000,7428
2019/11/06 09:00:00+00,0.277000,0.139000,,0.805000,,0.983000,7429
2019/11/06 10:00:00+00,0.229000,0.085000,,0.581000,,0.552000,7430
2019/11/06 11:00:00+00,0.187000,0.044000,,0.475000,,0.421000,7431
2019/11/06 12:00:00+00,0.184000,0.007000,,0.506000,,0.463000,7432
2019/11/06 13:00:00+00,0.148000,0.009000,,0.519000,,0.506000,7433
2019/11/06 14:00:00+00,,0.036000,,0.615000,,0.532000,7434
2019/11/06 15:00:00+00,,0.049000,,0.564000,,0.553000,7435
2019/11/06 16:00:00+00,0.172000,0.149000,,0.577000,,0.643000,7436
2019/11/06 17:00:00+00,0.213000,0.197000,,0.681000,,0.639000,7437
2019/11/06 18:00:00+00,0.301000,0.289000,,0.640000,,0.882000,7438
2019/11/06 19:00:00+00,0.339000,0.337000,,0.507000,,1.048000,7439
2019/11/06 20:00:00+00,0.369000,0.310000,,0.530000,,0.815000,7440
2019/11/06 21:00:00+00,0.299000,0.200000,,0.427000,,0.474000,7441
2019/11/06 22:00:00+00,0.262000,0.151000,,0.375000,,0.461000,7442
2019/11/06 23:00:00+00,0.225000,0.150000,,0.417000,,0.757000,7443
